Customer Review,Date Of Stay,Customer Rating,Owner Responded
best news probably close completely refurbish increase room sizes world class luxury standards 2016 built years ago maintained beautifully built todays expectations space rooms bathrooms sink suites basically size configuration roomsthey fine person overnight couple tight immaculate staff extremely pleasant cooperative manager jai rathore asst office manager pooja bhondekar extremely helpful pooja middle night pleasant energetic trying room suited,10/15,Excellent,True
wife recently vacation pleasure staying shimla cecil experience hotels short incredible undoubtebly best experience difference incredible people absolute attention large establishments unique way making feel like important guests head chef comes personally table enquire meal lady reception gave wife coconut oil noticed tmy wifes mendi treatment simply overwhelmed,10/15,Excellent,True
stayed night stay new absolutely beautiful beautiful location great restaurants food excellent service better attended class fashion safe area new,10/15,Excellent,True
traveling 2 adults 2 children aged 8 5 staff warrant easy 5 star rating staff extremely friendly helpful special thanks mona concierge reasons 4 instead 5 rating despite wonderful staff 1 nice wow like oberois 2 room cool level comfortable nights little warm food great staff amazing tip local taxis great speak basic english worst 6 times cheaper cars,10/15,Very Good,True
stayed night expect worlds leading group spot service central location business leisure night arriving going city absolutely perfect security heavy military overtly precent guess reassuring unnerving depending point view discretionary tipping policy end stay takes usual pressure hotels light soon,10/15,Excellent,True
maintained facilities great royal feel food variety options great banquet facilities nice 4000 sq ft hall small halls 30 minutes wifi free day,10/15,Excellent,True
pleasure wonderful restaurant food ambience match perfection physically challenged asking staff help served buffet pleasant surprise looked rohan walking sticks corner sure got needed efficient manner fuss hats management new sort training extraordinary,10/15,Excellent,True
try stay dont im disappointed haven calmness hustle bustle lovely atmosphere beautiful swimming pool brilliant jewellery shop entices staff extremely helpful remember feel like youve come home thing lets wifi 30 mins free day having travelled extensively business majority 5 star hotels offer free wifi guests highlight stay gautam served 360 restaurant entertained offered good choices food different palates interesting lovely arrange farewell cake end,09/15,Very Good,True
stayed twice business purposes enjoyed minute staff extremely attentive helpful beautiful true heritage style outside pool amazing food worth try colleagues friends waiter called gautam threesixty restaurant thanks great time took care lovely attentions bon voyage delicious cake offered night took time talk gave great suggestions menu glad management allowing staff sympathise customers makes atmosphere friendly warm hoping,09/15,Excellent,True
want feel like royalty come staff great feel welcome check room rooms spacious clean definitely recommend stay,10/15,Excellent,True
experience staying high praises impeccable service attention amenities offered new addition having different massages spa fullservice gym business room facilities highly recommend new traveling business pleasure,09/15,Excellent,True
new strategically located guests recommend excellent service comfortable rooms outdoor pool located dr zakirhussian marg new stands close government offices shopping financial business districts nearby major destination visited guests include gate approx 2km humayuns tomb lodi gardens jama masjid approx 9km red fort chandnichowk distant places toured include gandhi smriti lotus temple new features ayurveda spa indoor outdoor heated swimming pools fitness centre comfort rejuvenation guests features beautifully designed interiors lobby modern,03/15,Very Good,True
wonderful servicejust right size location impeccablegreat breakfast gunjit arjun excellent diningthey tailored breakfast namankushpreet great help door bell services,10/15,Excellent,True
extremely pleased stayed 3rd chain staff management extremely helpful left mobile charger jaipur leaving uk morning explained situation provided similar charger free charge food good bar best irish coffee business centre equipped service excellent room 6th floor lift stucknot long staff showed great concern apologised inconvenience love visit service,10/15,Excellent,True
pleasure staying new sixth time tell read review keeps getting better better better time stayed oasis middle restaurants equal restaurant great europe staff trained got tired hearing obvious voted number star recently bravo management,10/15,Excellent,True
friendly welcoming staff excellent amenities negative pay wifi hotels free deal like hot water beautiful gardens swimming pool tucked away guests,09/15,Excellent,True
fantastic service round check room orientation breakfast room service guys main entrance human interaction smile conscious genuine attempt help resolve check process unique formalities like card deposit ppt copies actually roomi sure improve excellent rating maybe maybe change room interiors bathroom sureall good excellent place enjoy scenes sights,10/15,Very Good,True
traveled extensively encountered level customer service employee proud jobs happy working lobby staff servers chef people working stores extra mile assure comfort guests sincerely want help fear return home wont able nearby close property spotless rooms comfortable highly recommend stay,10/15,Excellent,True
oasis calm busy moment arrived left service superb feel welcome looked experience definitely best stayed,09/15,Excellent,True
started honeymoon stayed 2 nights staff attentive polite pleasant start finish welcome moment got car time left facilities good recommend,10/15,Excellent,True
way welcomesyou pausebreahe rejuvenatemore like relaxing dream visitat porch team members receive cheerfullyentering lobby lotus waft exotic scent calms hospitality luxury hand handit plushtextured outfitted sparkling everythingrooms spaciouslustrous bright bright gorgeous floors luxuriant furnishings warmth oberois uberluxe atmospherehospitality service unparalleledunique spontaneous hospitality foundation oberoiluxury unexplored locationspacelightair courteous hospitalityurban heaven threesixty degreestaipan travertino stylish restaurants new way,06/15,Excellent,True
main feature staff amazing direct tipping allowed leave tips cashier staff treat incredibly want way thanking main lobby area bars small shopping area beautifully maintained bars restaurant producing good food course good service wasnt taken room felt little oldfashioned need update worked absolutely fine spacious equipped room cleaned twice day making feel fresh overall liked stay,10/15,Excellent,True
stayed business appreciated space work room little tired comfortable worked service cleanliness excellent youd expect got feeling knew needed compete high end local hotels took service standards seriously lovely stay recommend,11/14,Very Good,True
comfortable amenities expect 5 brand rooms little dated style bathroom pretty cramped despite rest room enormous arranged pick airport day guide driver arranged flawlessly efficient little way difficult eat outside dinner excellent dinner 360,10/15,Excellent,True
stayed day business trip good stayed week travelled mumbai stayed impossible compareand sense bit dated furniture room scratches window room piece wood missing minor details context great service friendly staff clean spacious nice room good location keeps standard terms service attention client feel staff cares slightly nonso perfect issue performance internetwifiwas fast hotels use,10/15,Very Good,True
began 10 day stay staying booking driver guide hotels exotic vacations greeting airport car departure perfect staff welcoming helpful making stay enjoyable felt truly special going restaurants returning days outing greeted offered tea refreshment driver tour guide accommodating providing cold water bottles excellent information sites visited mona concierge arranged tea tasting experience sure needs met flew jaipur car agra jaipur agra stayed,09/15,Excellent,True
decided tour group hotels best decisions weve staff amazing sons birthday arrived kind wonderful day long journey arranged car driver didar avis tour excellent massive thank didar felt safe driving hes professional days anthe excellent mona arranged tour guide glad use guide ashram informative daunting saw major sights thankfully selling tours happened guides pain honest,09/15,Excellent,True
stayed onthe 11th september 2 nights start golden triangle experience arrival airport picked limousine drivers friendly cold flannels cold bottles water welcome gesture showed land marks new delhli way staff friendly stay stay exceptional lived reputation 100 absolutely stunning beautiful decour spa swimming pool resturantsthe service 1st class thanks looking family awesome stay,09/15,Excellent,True
absolutely friendly staff service constantly asking desires personal humour perfect condition large rooms high security company got money stay,10/15,Excellent,True
actually imagine city staff friendly service excellent like food great variety options business rooms spacious good thing mention size bathroom compared facilities easily building built group overall recommend,09/15,Very Good,True
cool measured youthful metrics bit silver fox hotels learned charm staff room stupidly early checkin 0700 set politely inquiring need food pricey bit isolated youre minutes cab interesting andor comfortable neighbourhoods decide dine wont disappointed pool lovely grounds pleasant overall lovely experience hotels pull silver foxs trick getting better age,09/15,Very Good,True
wanted stay having restaurant visits earlier contructed decades ago kept times super smooth checkin pleasant desk team looked forward 3 day stay wasnt disappointing business trip busy day gave opportunity experience restaurants property meet held got opportunity dine thirty epronto travertino rooftop restaurants settings convention halls rooftop 360 degree view skyline course golf course located door getting view,09/15,Excellent,True
august meeting organised hosted oberoii stayed couple years ago good experience drive airport smooth merc hotelthe drivein manicured gardens entrance pillar flames lit night lobby large covered clear glass giving lovely view adjoining water body brilliant cobalt blue adjoining mall checkin easy rooms adjoining block reached open passage realise hot rooms large comfybed soft fresh bathroom lid amenities comfortable stay breakfst spread huge,08/15,Excellent,True
stands apart legacy regalianowhere capital city walk foyer sculptures indias greatest sculptors amarnath sehgal row sculptures greet senses want linger partake splendoreach work spectacle beholdi love soft whisper conversations happen unlike loud decibels hotels flowers sunlight streaming ineverything touch class colonial nicetiesif eating 360 restaurant table window look large imposing statue amarnath sehgalthis vintage vitality beauty timelessnessonly,09/15,Excellent,True
stay brief time incredibly impressed excellent facilities particularly staff levels unfortunately suffering upset caring attitude level duty manager support staff amazing impressed definitely stay future visit recommend friends planning visit stay,02/15,Excellent,True
stayed seminar office 150 people standard service exemplary normally kind packages level attention quality buffet hotels compromised new stayed number times years level service,09/15,Excellent,True
5 stars 10 home away home touch class ask room restaurants fitness center ask literally challenge reader ask heshe royal guest step way enjoy service best smiles request,09/15,Excellent,True
booked oberois exotic vacations team coordinated multilocation trip starting welcome lavish generous suite stayed happier help way stay excellent mona deserves special mention personal concierge guide advisor things things flowed organisation excellent felt pampered,09/15,Excellent,True
service superlative topend indian hotels want splash rupees hermesgucci et al lobby rooms dated chintzy convenient need multiple plugs washing line bathroom strong wifi lobby mash black marble gulfarab chic restaurant sleek modern good range wellcooked food breakfast great wide range international choices despite excellent service wasnt bowled wanted perfectly nice expecting bit special,09/15,Very Good,True
stayed nights visit exhibition got good rate friend wanted stay gardengolf course facing room kingqueen bed rooms facing garden wanted twin bedsso view good aminities room cleanliness thingthe way staff treat folded hands namaste superb role model indian hospitality breakfast good lot optionswe enjoyed dinner italian restaurant best star hotels,08/15,Excellent,True
fabulous good services good food resteraunts staff friendly helpful room expect 5 star world room service good little slow house keeping attentive didnt use gym spa pool good,09/15,Excellent,True
superb place stay good staff definitely come pleasure lovely food clean rooms breakfast amazing stayed hotels seen fast room service place best fastest service seen,09/15,Very Good,True
recently ended 2 week tour nights new plus night thanks cancelled flight staff amazing scrambled reschedule transfers extend stay room waiters dining room morning remembered exactly liked tea concierge assisted suggestions cool sights literally heat blistering september butlers left lovely little surprises evening felt maharajas staying dear friends attention lovely facilities big smiles favorite hotels world perfect place catch breath,09/15,Excellent,True
expensive holds true saying pay decor service food high quality service outstanding perfected giving maximum service way natural personal friendly,09/15,Excellent,True
nearing end week stay welcoming rooms good size necessary amenities bathroom fine supply toiletries razor shave cream toothbrush excellent service staff attentive discrete required class restaurant excellent staff good food wide choice provided simple menu asked room service provided wanted wanted ill dengue fever week service consideration staff expectation excellent gym swimming pools,09/15,Excellent,True
room great plenty room junior suite complete robes house shoes chocolate candy wine fruits select teas great restaurants great location away busy streets close sightseeing stay,09/15,Excellent,True
keeping mind built long time ago maintaned facelift looks dated places staff best asset young energetic eager help resolve issues guests food tilted international community typically like understanable keeping mind mixture guests cater overall good experiance expected property,09/15,Very Good,True
family stayed rooms august 2015 rooms bit dated low ceilings foyer rooms comfortable somewhat dated said earns marks exceptional service frankly best service weve received weve stayed seasons star properties staff person remembered instantly went way assist food terrific restaurant modern feeling rest breakfast buffet enormous food world staff amazing encouraging try indian foods bringing new dishes try prompting overall great experience fantastic,08/15,Excellent,True
solo trip kind nervous meeting friends middle trip days cancelled wedding group solo bit nervous foreign land hear news booked trip group let ashneet b helping organize trip fears promised group memorable trip boy upgraded suite kept getting gifts believe chefs restaurants servers restaurants housekeeping lady gave scarf special stay,08/15,Excellent,True
easy high ranking ta public areas excellent gym pool spa areas visited hotels world service areas exceptional ranks best come lets 4 old fashioned infrastructure slow lifts occasionally stuck rooms comfortable need upgrading bring 21st century particularly bathrooms small shower curtains bath excellent range complimentary toiletries including items gillette razor shaving foam sensodyne toothpaste mouthwash food excellent particularly 360,09/15,Very Good,True
stayed good hotels regular business traveller swankier bars fancier restaurants posher decor level service literally mean literally trouble member staff fault stay wont regret,09/15,Excellent,True
family wonderful experience staying new moment arrived staff welcomed young son maharaja gifts chocolates awaiting room lavishing attention mona gracious kind family forget showed suite perfection roll away bed son plush covered pillows living dining areas furnished bedroom want stay order room service view vast expanse greenery iconic buildings far distance large raptors flew close window day added bonus source entertainment sadly time short,07/15,Excellent,True
ill stay unfortunately havent able enjoy facilities food liked illness dedication willingness kindness professionalism staff evident staff gone extra mile rooms good gym decent food ive good pool area sun lounger area brilliant hard stay long heat coming monthly year doubt staying time,09/15,Excellent,True
rarely stayed run staff 1st class wait stay amazed courteous standard cleanliness room service outstanding location superb needs business small sight seeing,08/15,Excellent,True
family stayed new month aug 2015 2 separate occasions travel frequently uk love occasion trip included travelling rajasthan 15 days started ended new dont normally write reviews lazy occasion exception moment arrived time left fault single thing exceptional level service offered fair particular individuals person interacted felt trained highest level guest hospitality reception staff,08/15,Excellent,True
evening september 1st 2015 phone got stolen cloak room temporary staff ongoing event nilgiri banquet quickly reported event duty manager pooja help housekeeping staff present cloak room pooja quick involve security manager duty neeraj person team sumegha able trace phone ensured got extremely courteous professional concerned dining 360 came twice update progress dining kept working finding person stole phone ensured phone delivered soon possible,09/15,Excellent,True
concluded second stay new business traveler unparalleled experience car pickup airport level personal service receive quality food restaurants think actually makes enjoy business travel like dont like business travel located close lot landmarks easy cab day want work rooms beds large comfortable charm comes age care gone keeping excellent condition business center large features new computers meeting rooms,08/15,Excellent,True
best stay till date staff extremely courteous happy serve attitude matter went way early morning flight time breakfast staff away breakfast box prepared time check pleasant surprise room comfortable best bed slept duck pillows blissful definitely worth,08/15,Excellent,True
tale 50 years reminds coffee 1967 beer bar seventies bunking school dps mathura road sandwich weekend havent food missed heart delhiexcellent service mind boggling presentation courtesy family come smiling,08/15,Excellent,True
stayed oberois month august words flawless instead writing separate reviews add review letter sent things excluded personnel reasons dont post think time years ago south africa takes mind blower post mind blower fourteen days oberois letter company dear teams wanted let know spending fourteen nights hotels flawless experience hotels stayed worlds greatest resorts seasons peninsula boutique hotels like comos chain achieved,08/15,Excellent,True
amazing place great bar excellent spa overall beautiful place new 8 route run good business families time spent tremendous areas conventions,01/15,Excellent,True
good choice business bar good quiet quiet meeting room standard large amenities pool large crowded nice morning swim,12/14,Very Good,True
new experience started airport big smile limousine driver short comfortable ride arrived warmly greeted presented fresh flower garlands intense vermilion bindis foreheads magical short stay entire team possible ensure visit comfortable memorable oasis busy city perfectly located sight seeing exploration great dining options ensured varied tastes catered quality food service simply outstanding look forward return stay way home touring region enjoying exemplary customer service,08/15,Excellent,True
families traveling children spent nights vacation new wonderful stay enjoyed particular spa restaurants delighted visit,08/15,Excellent,True
second time ive stayed new times impressed staff facilities location time spa best massages ive additionally arranged car driver entire trip better highly recommend quality value,08/15,Excellent,True
hotels claim excel customer service truly remember looked member staff knew personal business sure stay good loved breakfasts gardens calm indoor pool simple elegant garden housekeeping desk staff care took thank opportunity stay truly privileged,08/15,Excellent,True
ive great deal traveling favorite ive stayed rooms beautiful access service 24 hours day ayurvedic massage refreshing restaurants delicious sure try,07/15,Excellent,True
department stay real pleasure desk concierge staff especially helpful handling transfers bookings visits city went helping airline lost baggage organizing access local doctor prescription setting charming amenities excellent,08/15,Excellent,True
experienced better service world nd check till check feel special arrived earlier allowed check time desk officers sahill vivek saw tired long flight informed room ready liked pleasant welcome mandeep concierge meantime activated sim cards instantly connected escorted room butler waiting ask needed assistance unpack shoes polished unpackingi asked butler come clothes stitched altered immediately called house tailor 6 hours,08/15,Excellent,True
amazing customer service super clean start thrilled saw offered 5 different types pillows including body pillow pregnant women pregnant time true luxury traveling gym nice 7am complimentary yoga classes highly recommend travelers looking 5star lastly left suitcase room discard contacted departure offer ship great service,07/15,Excellent,True
altough true totally different country world discoverit true thing explore staying normal whilst staying luxurious hotels family throughoutly enjoyed stay magnificent offers exceptional view skyline,08/15,Excellent,True
place offers excellent ambience super food choice selective wines personalised service enjoyable luncheon afternoon superb location private fine dining cum private gettogether places offer comparable option,07/15,Excellent,True
loved lovely suite upgrade particularly aware things wonderful restaurant lovely experience great breakfast lovely dinners best breakfast trip second care staff spouse sick staff attentive caring checking doctors level service required grateful caring attitude love return,06/15,Excellent,True
amazing experience 5 star category experience way expectations stars categorise 10 stars truly unlike highly recommended property,08/15,Excellent,True
wonderful 10 day stay attending weddingbusinessexploring area calm peaceful oasis hub dehli joy return end busy day spa pool area occasionswonderful fortunate dehli diwali looked beautiful want exceptional 5 star experience stay,11/14,Excellent,True
july august 2015 trip got chance stay new twice times greeted amazing reception staff impeccable service imagine inderpal ji pooja nikhil sure stay memorable staff restaurants superb agree reviewers dated rooms rooms especially bathrooms need updating forget butler service icing cake definitely recommend property visiting thank memorable stay,07/15,Excellent,True
short business trip experience great staff friendly requests promptly answered meeting business center went smoothly food great mini bars stocked compromises regards amenities food service recommend youre looking luxurious stay,07/15,Excellent,True
family stayed end july countries chains brands stood especially level service excellent great restaurants buffet choices gained pounds days mukesh persons working extremely helpful setting day trip agra visit taj asking prepared boxed lunch snacks overall experience amazing big fan hotels stay countries,07/15,Excellent,True
secretary meet today food drinks awesum loved hospitality ambience dhruv divya courteous overall great lunch friends,08/15,Excellent,True
nice comfortable beds rooms bit small desk couch restaurants inside fantastic plenty cars drivers hand transportation pools looked nice didnt try service fantastic bathroom door closed showering sets alarm room loved plan stay visit,07/15,Excellent,True
summer break gifted wife short holiday enjoy indian monsoon season chose vacation returned happy rejuvenated relaxed stays level personalised service offers unmatched wasnt able sleep night duty managers ensured got complimentary spa session relax housekeeping staff favourite flowers room day happily given late checkout service superb thanks pooja jonaki bhupinder inder pal rest team giving wife brilliant experience,08/15,Excellent,True
got coming oberois inferior inquiring told 50 years doesnt look like 50 years old looks like major remodel rooms middle 90s bathroom fairly small desk receptive went way comfortable changed rooms breakfast buffet room dining looks feels newer modern food delicious need dinner recommend remodel lobby rooms floor best rating great service reason excellence rooms tired doesnt bother,07/15,Very Good,True
classic luxury magical spa amazing lady staff visite meet problem solution dont think thank dear mona,07/15,Excellent,True
week visited time asked hospitable entrance beautiful country stay beneficiary service par excellence kudos jay rathore team making possible afternoon mohit hotels housekeeping assistants knocked door present gift shoes said sir saw expensive shoes help care encounter left embarrassed impressed microcosm sincerity dedication treats guests adds reputation 5star accommodation proud new,07/15,Excellent,True
ive stayed times years star hotels perfect mistake time health problems related trip staff kind helpful actually escorting clinic tests love restaurants 360 combination different cuisines manage thing love staff serve pester dont want interrupted sense leave,07/15,Excellent,True
stayed number occasions stay upto mark good business comfortable rooms excellent dining options courteous staff forgot blackberry charger called late night charger able arrange 30 minutes probably ate best business excellent location,08/14,Very Good,True
situated centre easy access attractions rooms spacious extremely presented staff wonderful way holiday memorable arrival met mr udhav madan assistant manager welcome knew going looked celebrated parents 53rd wedding anniversary mothers 74th birthday july 2015 staff taipan restaurant kind special occasion chinese food superb thanks especially mr mukesh sharma assistant manager making evening special especially mother son nut allergy extremely accommodated chefs mr,07/15,Excellent,True
wellrun highclass affair spend 3 days international conference held located beautiful section roof terrace excellent place view city sense huge scale indias capital staff exceptional ready help despite isolated location staff great job arranging transport city outside actually great base exploring new,07/15,Excellent,True
stayed business trip service best ive experienced best tip ask room overlooking swimming pool lovely view definitely recommend likely default visit,07/15,Excellent,True
boston thinking stay earlier month better location great adjacent suites overlooking golf club brought memories playing rounds grandfather friends suites furnished impeccably expect amazed people know indian hospitality staff level possible feel home like packing sandwiches drive town serving tender coconut water rehydrate soon got checking kids ensure having good time kudos leadership,07/15,Excellent,True
hospitality food comfort changed years need change mean aforesaid points perfect property visiting property past 12 years time served best,06/15,Excellent,True
gem groups crown property brings smiles thanks amazing team makes feel welcome long flight los angeles reached 2 concierge team right porch welcome took care unending line bags ease special thanks nihit team making breeze odd hour checked room waiting reception 2 year old got nice welcome gift office team greeted rajeshwari confident charming signs fatigue 2 morning amazing professionalism reasons prove great people great brand kudos management train retain amazing,07/15,Excellent,True
finest hotels ive stayed serviceprice ratio unbelievable impeccable single need taken care asks true luxury americaneuropean modest price additionally boutique elegance boutique property chain hotels matter lovely missing true gem modest price finally great location southern end central makes easy commute places,06/15,Excellent,True
lovely perfect ways traffic work half hour 40 minutes away class ways yes pricey good rooms traditional comfortable excellent staff super breakfast,07/15,Excellent,True
second time stay good memories 10 years expect maybe older perfect service better breakfast buffet impressive royal service real luxurious,07/15,Excellent,True
start high expectations seeing sparkling reviews trip advisor fortunately surpassed expectations bravo service staff went way guests feel pampered absolutely loved provided free ways airport transfer wifiequipped cars yay given cold towels plus cold mineral water perusal hot hot hot arrived check breeze entering doors ushered lounge served cold beverages sit happily waiting fresh flowers staff finish process brought passport keycards paperworks staff committed maximise experience,07/15,Excellent,True
visited restaurants times past stayed time love property think classier newer star hotels opened lobby restaurants staff best room perfectly comfortable certainly aged heydays look refurbishment early 90s room comfort probably nicer hotels love,12/14,Very Good,True
moment set foot treated royalty flower garlands door lot personal assistance manager restaurants took time know ordered complimentary samples try dinner excellent service went way accommodating needs showed great excellence worth penny stay hotels,07/15,Excellent,True
excellent stay moment arrive greeted entrance staff friendliness desk having desk manager walk room define room butler button 247 summons superbly trained butler breakfast amazing expect lavish brunch attentive staff chinese restaurant roof views wrap terrace delicious dishes prepared special order located adjacent golf course excellent location ask golf course pool view 3rd floor,05/15,Excellent,True
great luxury rooms breakfast super best places stay reliable taxi stand staff stay memorable experience dont forget try restaurants,11/14,Very Good,True
travel like stay properties bc service best isreally beat stay wonderfulluxury finest food delicious location idealafter long days pounding pavement city perfect oasis return night unwind feel bit removed stimulating sights city definitely recommend staying hereesp service,02/15,Excellent,True
misses beat structure monstrosity 1960s architecture grounds know restaurant serves fabulous meals sure breakfast divine,09/14,Excellent,True
stayed following tour north room fantastic view city staff helpful arranged transport sight seeing breakfasts amazing heated outdoor pool heaven spa great perfect end fabulous holiday,02/15,Excellent,True
ive experience great like luxury star amenities facilities incredible staff frequent trips ive experienced warmess hospitality received like thank stay unforgettable,06/15,Excellent,True
stayed business trip 2 weeks june 2015 service simply wonderful staff guests room comfortable looking pool quiet 2 excellent swimming pools indoor outdoor 24 hour gym restaurants favourite taipan chinese restaurant floor keen italian restaurant restaurant prices high compared hotels stayed hyderabad chennai maybe prices,06/15,Excellent,True
place relax chill enjoyed food ws business meetng engrossed completely fun n frolic thums waiting family bring soon visit heart city,06/15,Excellent,True
service 5 stars moment arrive greeted entrance staff friendliness desk having desk manager walk room define room butler button 247 summons superbly trained butler pack unpack luggage shine shoes request thought minutes asked complimentary 2 liter bottles water breakfast amazing expect lavish brunch united states attentive staff spa provided fantastic massages manicures pedicures facials pool interesting length underwater stair chinese,05/15,Excellent,True
minute arrive treated like royalty need looked staff ensure stay great place stay,12/14,Excellent,True
family 4 2 young boys time organised trip vacation package visiting number hotels amazing service offered possibly envisaged better start vacation moment picked airport knew going special experience people makes stands head shoulders anticipate need realise children feel welcome turn case travel lively boys luxury boys making woodfired pizzas chef dinner,06/15,Excellent,True
staying truly exclusive experienceyou feel likeyouve stumbled wonderful secret feel special check infor feeling visit created desk managermr ibrahim magdum desk executivemr dhruv valet mr dhanvir efficient good naturedthey bring heady combination jaw dropping hospitality courtesy rooms stunning quality understated elegance daze continues stellar views pooland greens golf club bay windowindia gate presidential palace visiblein night window gives stunning view sky stars shimmering city pool crisp white sheetsbouncy mattressesa plethora pillows sleep like jetleg,06/15,Excellent,True
service place incredible set opportunity colleague watch important basketball game golden state warriors nba finals game airing channel challenging thing think outside box normal service cando attitude happenthey paid rights streamed pc hooked big screen rooms brought complementary breakfast spread game viewing party gym pretty nice huge plenty free weights treadmills machines service outstanding attendant awesome feel like personal trainer,06/15,Excellent,True
spent night whilst transiting defines luxury people visited stayed premier look raise bar new level restaurant rooms little given attention running hotels science indian hoteliers einsteins modern day cheap visit,01/15,Excellent,True
absolute haven luxury impeccable service food superb particular indianamaranta restaurant rooms large tvs inset bathroom wall lie bath fault place definitely return,06/15,Excellent,True
service excellent got cake wine wedding anniversary public amenities impeccable indoor pool gymnasium breakfast area complaint rooms definitely need upgrade especially given number high quality hotels available expensive trip shower shower curtains stay room upgrades free wifi surely standard hotels breakfast spread dinner restaurant great,04/15,Very Good,True
visit stay outstanding service staff professional friendly helpful rooms old excellent condition tried food outlets great experience free wifi internet spa gym area nice booked airport arrival transfer great,03/15,Excellent,True
stay oberon thing stand consistent oberon chain elements audits service check till check member staff tries feel home location central quiet surrounded huge park relaxing city center negative point rooms renovated old ones look old sure ask book new,06/15,Excellent,True
express fantastic people work truly extra mile guests feel welcome breakfast buffet die variety indian western totally worth rooms bit old gorgeous pillow buffet thought great modern business room available request private meetings highly recommend staying chance,05/15,Excellent,True
treated like royalty experience absolutely superb welcome received arrived butler service attention received restaurants wonderful astonishing attention service presentation experience unimprovable food breakfast restaurants divine,06/15,Excellent,True
rooms bit old service age spa gym pool brand new appreciated airport transfer mona concierge took great care good place stay,05/15,Excellent,True
stayed couple nights check amazing room having hang lobby staff superb especially gautam ansh help room facilities room high standard beautiful views surrounding area situated peaceful praise care clients,05/15,Very Good,True
fantastic warm friendly athmosphere staff nice serviceminded stayed beautiful nicely designed rooms view golf course nice restaurant excellent food service breakfast fantastic taste want international indian cuisine fantastic hospitality treatment spa tried indoor pool great pleasant experience fitness department early morning group yoga class good nice instructor amazing practice yoga felt good calm overall nice love,05/15,Excellent,True
stayed week business needed 6th floor room lovely great views pool golf club wifi reliable wifi included room rate gave 30 minutes day use pay bit bit odd staff amazing week ready help suggestions loved brought local dishes try breakfast pool area lovely going 360 breakfast dinner delicious meal travertino evening location good minutes away khan market great shops restaurants,05/15,Excellent,True
stay family halt summer holidays beginning hospitality surfaced airport luxury sedan member staff seen receive airport hold breath luggage arrived car impression set arrival pleased discovered upgraded executive suite facing delhis prestigious golf course soothing vast stretch greenery heart populated city service prompt restaurants amazing guest relation manager ms mona singh pleasing personality friendly,05/15,Excellent,True
absolute dream comfort sublime service praise despite 20 odd years experience comes hotels 10 years tourguide rest travelagent,05/15,Excellent,True
like rated expected big old brand excellent engagement sales d day forget courtesy sales post event remained indifferent callous dealing trivial issues billing pinned lot hopes big event old property patronize future sad end day money matters big names,05/15,Terrible,True
nice kind nodded said namaste solved problems efficiency smile nice restaurant enjoy different styles national international food,05/15,Excellent,True
good managed set interior decorum area covers good space certainly maintained rooms talked spacious luxurious food delicious zing tastebuds,03/15,Excellent,True
went bad office noticed started extending care affection job staff professional glitches level house keeping doorman restaurant manager chef best ensuring guests comfortable valued wad difference saw spend 60 nights year hotels rethink visit good,05/15,Excellent,True
fab afternoon spent jewel foodie sidelining service ambiance simply white noisei begin jewels taipan sonia anoopwarm genuine subtle dignified kind generous delightful adjectives conjure describing staff members new veterani amazed team spirit showmanshipreminded perfect waltz philharmonic symphony foodyeah died gone heaven delicate simplicity dim sum lunch juxtaposed bursts flavorthe kitchen crew manages masterfully fine balance divine food feel good hearty hit right spot,05/15,Excellent,True
stayed 3 nights april 2015 business building looks bit worn arrive lobby bit underwhelming thats negative place service notch time walk till leave doorman receptionist restaurant staff working game specific room high floor faced golf course offered carpet green far eye seeone hear peacocks crowing room large featured great bed outlets charge arsenal devices bathroom bit smaller touch dated red granite look 80s water pressure shower,04/15,Very Good,True
new symbol indian hospitality fact crowning glory hindu dictum atithi deva bhava guest god stayed nights days experienced thing building infrastructure makes great people place stood test giving guest treatment compare exception need spite iconic luxury indian capital institution gone complacent staying sheer pleasure youll know,05/15,Excellent,True
business trip march 2015 pleasure staying new stay flawless checkin departure airport soo perfect food served tastiest tried,03/15,Excellent,True
hubbys birthday weekend truly best picked stay arrived room cake best went drive came amazing decorations housekeeping team hubby feel oh special fab day happier dinner taipan restaurant tried time tried way beautiful place sweet staff shopping good got favourite luxury brands arcade thank perfection definitely wanna come soon,05/15,Excellent,True
far best rooms facility fantastic place clean smells fresh hard restaurant god breakfast dinner gym great need favorite hotels global travels,05/15,Excellent,True
hotels stayed family vacation exceeded expectations friendly staff told enjoy having filipinos visit guests philippines im hoping change want local hotels benchmark services standard,06/14,Excellent,True
busy received outstanding personal service best service star stayed trip room amazing great views golf course close humayans tomb impressive monument,05/15,Excellent,True
like people budget booking holiday looking best possible deal whilst want luxury quality good service want pay arm leg having spent months looking deal group hotels special offersexotic summer vacations check websitethis package represents excellent value money comparable offers deal good essentially need spend minimum 7 days different hotels total 11 dubai 16 nights bb 6 different hotels 3000 arrived new 18th april 1040 flight uk exited airport smartly,04/15,Excellent,True
work trip service faultlessreception staff able recommend places reputable travel guides ladies italian restaurant expensive wines good expensive overall good business,01/15,Excellent,True
hotels visited service wonderful 360 café excellent breakfast stand taipan came highly recommended live expectation staff particularly helpful assisting pack huge shopping helping check airport given running late somewhat dated consistent 5 hotels stayed rooms spacious clean provided excellent amenities,01/15,Very Good,True
